class,document,feature
CONCRETE,CONCRETE-2015-91,structural design main girder main ship channel bridge hutong changjiang river bridge journal press china railway bridge science right reserved main ship channel bridge hutong changjiang river bridge railcumroad doublepylon cablestayed bridge span arrangement bridge arranged double decks upper deck carries highways lower deck carries railways main girder bridge steel truss girder structure made three main trusses highway deck upper chords main girder integral orthotropic plate steel deck ranges side spans sides highway deck structure composited stringers cross beams concrete deck slabs railway deck lower chords formed steel box width cross section main girder decks upper lower chords composited main trusses contribute loading bearing whole structure main girder main trusses nshape trusses members upper lower chords box sections stiffened plate ribs web members box h shape sections panel points main trusses allwelded integral panel points panel points main trusses whole bridge lateral bracing systems arranged whole structure calculated using spatial analysis software dbridge stress panel points analyzed using software ansys results calculation analysis demonstrate structural design main girder satisfy relevant requirements codes
CONCRETE,CONCRETE-2015-92,acidtreated carbon nanotubes effects mortar strength higher education press springerverlag berlin heidelberg present study multiwalled carbon nanotubes mwcnts treated acidic mixture solution made nitric sulfuric acids ratio volume durations treatment min defects treated mwcnts examined using raman spectroscopy attachment hydroxyl functional groups walls mwcnts verified using ftir spectroscopy dispersion cnts acid treatment assessed using uvvis spectroscopy scanning electron microscopy sem results indicate duration acid treatment significant effect degree defects functionality mwcnt compressive strength mortar increased addition acidtreated mwcnts however appreciable difference noted two treatment durations study
CONCRETE,CONCRETE-2015-93,simulationbased evaluation surface microcracks fracture toughness highspeed grinding silicon carbide ceramics springerverlag london surfacesubsurface crack grinding limits application engineering ceramics highspeed grinding proposed ceramics grinding high material removal rate surface quality dynamic fracture toughness ceramic materials established combining johnsonholmquist damage model brittle material griffith fracture theory singlegrit simulation utilized investigate individual crack generation propagation silicon carbide sic indentation engagement different wheel surface speed indentation simulation results indicate highspeed grinding enhances sic plastic deformation contact zone engagement simulation shows microcrack transforms deep narrow longitudinal crack subsurface shallow width lateral crack surface wheel surface speed increases constant maximum undeformed chip thickness validate model highspeed grinding experiments conducted trends microcrack evolution single grit force surface roughness experimental results constant workpiece feed rate match well simulation results
CONCRETE,CONCRETE-2015-94,singleshot libs spectral quality waste particles open air walter de gruyter berlinboston work investigates ability libs produce quality spectra small particles concrete demolition waste using singleshot spectra collected open air mmmaterials rounded river gravel green glass shards plastic flakes considered focal length air moisture laser energy laser incidence angle lia research methodology experimental study using socalled observation depth od spectral abundance quality indicators relation ablation volume breakdown threshold optical signal strength od captured simplified model provide better understanding dependence spectra lia material positioning laser beam mm lens provided compromise spectral abundance level air interference achievable od study indicates libs yield good quality data even cases mm surface roughness surfacemoisture raise percentage bad spectra average overall libs still capable providing quality data challenging conditions
CONCRETE,CONCRETE-2015-95,construction techniques long bored piles tiansheng port special ship channel bridge hutong changjiang river bridge silty sand stratum journal press china railway bridge science right reserved tiansheng port special ship channel bridge hutong changjiang river bridge flexible arch bridge threespan continuous rigid girder span arrangement main pier bridge located riverbed area deep silty sand stratum changjiang river foundation pier nos bored piles long bored depth light characteristics stratum succession foundation complex phase changes drastic silty sand stratum deep construction bored piles pier carried using boring platform holes piles bored using highpower air lifting reverse circulating boring machine highquality php slurry reinforcement cages piles manufactured long line match method lowered sections holes holes well bored cleared first time air lifting reverse circulating stage holes cleared second time holes inspected tremie concrete piles cast tremie duct method ultrasonic inspection hole depth measurement data bored piles pier construction showed diameters inclination degrees bored holes sediment thickness second time clearing met special quality inspection evaluation criteria project pile shafts also met standard class piles
CONCRETE,CONCRETE-2015-96,comparison selection construction schemes pile cap foundation pits hutong changjiang river bridge hydraulic reclamation area shallow water journal press china railway bridge science right reserved piers simplysupported steel truss girder bridge hutong changjiang river bridge located hydraulic reclamation area henggang islet shallow water foundations piers bored piles long pile caps thereof rectangular shapes dimensions piers piers select reasonable construction scheme pile cap foundation pits two schemes steel sheet pile cofferdam scheme light wellpoint dewatering scheme proposed comparison economy safety construction efficiency construction equipment scheme chosen scheme light wellpoint pipes laid rings round pipes laid two terraces pit upper middle lower rings excavation slope pit one row water cutoff pipes respectively laid inner sides nearby upstream downstream surrounding dykes calculation water yield pit known theoretic needed wellpoint pipes scheme actually pipes laid construction techniques terrace dewatering stepbystep excavation side slope protection timely jetting concrete applied presently construction pile cap foundation pit excavation area completed foundation pits problem water leakage construction effect sound
CONCRETE,CONCRETE-2015-97,investigation reliability nonlinear modeling approaches capture residual displacements rc columns seismic loading springer sciencebusiness media dordrecht objective study develop modeling strategies accurately model column behavior seismic loading including residual displacement end seven shaking table tests considered evaluate accuracy existing modeling approaches capturing residual displacement maximum displacement base shear found although recommended modeling strategies estimate maximum displacement maximum base shear reliable accuracy discrepancy results corresponding residual displacement unacceptable following modified concrete constitute model representing damage accumulation cyclic loading implemented fiberelement analysis analyses using modified concrete constitute model leads decrease error modeling strategies capturing residual displacement
CONCRETE,CONCRETE-2015-98,mechanical characterization inclusion based boundary element modeling lightweight concrete containing foam particles elsevier ltd paper investigates effective material properties lightweight concrete containing polymer foam particles experiments numerical modeling different volume fractions foam particles added cement paste fabricate lightweight concrete samples interpret experimental results inclusion method based boundary integral equation proposed effect material mismatch foam particles cement matrix simulated eigenstrain fictitious nonmechanical strain due interaction particles boundary effect eigenstrain particle uniform asymptotic analysis shows quadratic distribution eigenstrain particle provides good accuracy since discretization particles needed due applying analytic form eigenstrain field large number spherical inhomogeneities simulated local field calculated lightweight concrete sample formulation implemented software package simulation material samples verified finite element method two topdown particles embedded cylinder simulation results based idealized microstructure exhibit good agreement experimental results effective elastic moduli simple empirical study also predicts strengths composites well developed algorithm used virtual mechanical experiments particulate composites
CONCRETE,CONCRETE-2015-99,sensitivity analysis creep models considering correlation rilem correlations parameters involved creep models relatively complex resulting difficulties identify contribution parameter predicted creep reduce creep uncertainty sensitivity analysis method quantify contribution parameters based six creep models b b aci mc fib mc gl sensitivity eight parameters water cement ratio wc aggregate cement ratio ac cement content c day compressive strength fcm day elasticity modulus e effective thickness specimen temperature relative humidity h models analyzed updated creep database nu database used obtain statistical characters correlation matrix parameters six creep models direct indirect path coefficients parameter calculated using path analysis path diagrams six creep models obtained found still issues existing creep models coupling relation parameters paid enough attentions furthermore concerning nonlinear relation parameters sensitivity creep parameters decomposed correlated uncorrelated parts using back propagation artificial neural network sensitivity six models parameter differs basic parameters identified six models using path analysis sensitivity analysis
HYPERACTIVITY,HYPERACTIVITY-2015-1,women borderline personality disorder show altered bold responses response inhibition elsevier ireland ltd impulsivity central borderline personality disorder bpd response inhibition addressing ability suppress stop actions one aspect behavioral impulse control frequently used assess impulsivity bpd patients display deficits response inhibition stress condition negative emotions assessed whether response inhibition neural underpinnings impaired bpd tested emotionally neutral setting comorbid attentiondeficithyperactivity disorder adhd excluded end studied response inhibition unmedicated bpd patients healthy controls hc two independent samples using functional magnetic resonance imaging simon gonogo stopsignal tasks bpd patients hc differ significantly performance gonogo stopsignal tasks response interference simon task increased bpd patients one sample could replicated second sample samples significant differences brain activation patterns tasks present neural impulse control network robustly activated inhibition tasks groups results provide evidence emotionally neutral conditions response inhibition impaired patients bpd without cooccurring adhd
HYPERACTIVITY,HYPERACTIVITY-2015-10,interaction processes mediating factor childrens externalized behaviour difficulties engagement preschool taylor francis study examined social interaction mediator externalized behaviour difficulties childrens engagement preschool data children boys aged months collected swedish preschool units six municipalities test path model included child teacher child groups results indicated behaviour difficulties engagement may occur simultaneously hyperactivity direct negative influence engagement case conduct problems teachers responsiveness well positive interactions peers indirect influence relationship hyperactivity engagement responsive staff positive interactions within child group seem contribute childrens engagement despite hyperactivity childrens engagement well special support stimulate engagement preschool discussed
HYPERACTIVITY,HYPERACTIVITY-2015-100,turning heat poor performance children adhd tasks tapping hot emotional regulation caused deficits cool executive functions elsevier ltd emotional dysregulation daily life common children attention deficit hyperactivity disorder adhd however clear whether reflects specific deficit may result generic executive function ef deficits current study addresses question means emotional working memory wm task memory load conditions four possible backgrounds blank screen neutral positive negative picture administered typically developing children children adhd children responded slower trials negative pictures presented background versus neutral pictures presented indicating emotional interference effect however crucially groups differ respect reaction times also slower trials neutral picture background versus trials without picture children adhd showing enhanced interference effect main effect wm load performance interact interference group effects summarize findings indicate generic interference control deficit children adhd current sample could provide support emotional interference deficit
HYPERACTIVITY,HYPERACTIVITY-2015-101,neural activation connectivity response inhibition adolescents adhd neurale activatie en connectiviteit tijdens responsinhibitie bij adolescenten met adhd background studied neural correlates response inhibition large cohort adolescents adhd unaffected siblings controls response inhibition key executive function deficit attentiondeficithyperactivity disorder adhd aim obtain new insight biological nature response inhibition deficits adolescents adhd method studied neural correlates response inhibition large cohort adolescents adhd n siblings unaffected adhd n controls n took fmri measurement subjects performed stoptask allowed us investigate neural activation neural connectivity results results indicate adolescents adhd show reduced brain activation reduced connectivity response inhibition network neural measurements correlated subjects performance stoptask number adhd symptoms adolescents adhd unaffected siblings showed similar less severe neural deviations cognitive deficits unaffected siblings also showed unique patterns compensatory connectivity conclusion results provide new insights biological background response inhibition adhd neural measurements give us better understanding familial patterns biological alterations even behavioral deficits could detected unaffected siblings neural correlates also help explain part adhd phenotype
HYPERACTIVITY,HYPERACTIVITY-2015-102,tourettes syndrome famous musicians sndrome de tourette em msicos famosos associacao arquivos de neuropsiquiatria rights reserved tourettes syndrome ts defined disorder characterized multiple motor tics least one vocal tic lasted less one year relatively complex neurobehavioral disorder patients may present coexistent attention deficit hyperactivity disorder obsessivecompulsive disorder behavioral comorbidities musical genius wolfgang amadeus mozart rock star kurt cobain may suffered ts contemporary musicians clinical condition confirmed ts hypothetical diagnosis ts mozart cobain based presence tics psychiatric comorbidities contemporary musicians michael wolff nick van bloss james durbin ts often diagnosed considerable delay delay diagnosis controversies surrounding clinical case mozart show difficult confirmatory diagnosis complex disease
HYPERACTIVITY,HYPERACTIVITY-2015-103,effects methylphenidate emotional processing amphetamine users preliminary findings springer sciencebusiness media new york damphetamine damph methylphenidate mph stimulants used treatment attention deficit hyperactivity disorder adhd preclinical studies shown healthy animals damph induces dopamine da dysfunction evidenced instance loss da levels transporters also suggested da plays important role emotional processing altered daergic intervention may modulate amygdala function explore role da system emotional processing examined emotional processing using functional magnetic resonance imaging fmri eight male recreational users damph eight male healthy controls compared brain activation groups emotional faceprocessing task without oral mph challenge subjects abstinent least weeks baseline scan second scan performed day hours receiving oral dose mg mph significant valencegroup interaction p indicated amygdala hyperreactivity fearful facial expressions damph users wasrobust adjustment age p furthermore duration amphetamine use years positively correlated amygdala reactivity damph users r p exploratory findings line previous findings suggesting da plays role emotional processing
HYPERACTIVITY,HYPERACTIVITY-2015-104,stimulant medications sleep youth adhd metaanalysis american academy pediatrics context mixed findings exist whether stimulant medications alter youth sleep objective determine effect stimulant medications sleep data studies studies published march collected via cinahl psycinfo pubmed references retrieved articles reviewed study selection eligibility criteria included studies childrenadolescents attentiondeficithyperactivity disorder adhd random assignment stimulants objective sleep measurement studies include information key variables excluded data extraction studylevel childlevel sleep data extracted independent coders effect sizes calculated using random effects models potential moderators examined using mixed effect models results total articles n included sleep latency adjusted effect size significant indicating stimulants produce longer sleep latencies frequency dose per day significant moderator sleep efficiency adjusted effect size significant significant moderators included length time medication number nights sleep assessed polysomnographyactigraphy gender specifically effect medication less evident youth taking medication longer total sleep time effect size significant stimulants led shorter sleep duration limitations limitations include studies limited methodologic variability lack unpublished studies conclusions stimulant medication led longer sleep latency worse sleep efficiency shorter sleep duration overall youth worse sleep stimulant medications recommended pediatricians carefully monitor sleep problems adjust treatment promote optimal sleep
HYPERACTIVITY,HYPERACTIVITY-2015-105,atomoxetine augmentation case treatment resistant panic disorder multiple augments failure case report korean college neuropsychopharmacology atomoxetine selective norepinephrine inhibitor effective comorbid anxiety attention deficit hyperactivity disorder however role panic disorder unknown presenting case panic disorder initially partially responded clonazepam clonazepam added sertraline escitalopram desvenlafaxin improve significantly paroxetine added clonazepamparoxetine combination added propranolol etizolam olanzepine risperidone amisulpride symptom remission occur trial atomoxetine done
HYPERACTIVITY,HYPERACTIVITY-2015-106,oxidative nitrosative stress adhd possible causes potential antioxidanttargeted therapies springerverlag wien attention deficit hyperactivity disorder adhd complex aetiology although theories associated disturbances dopaminergic noradrenergic activity commonly cited importance catecholamines adhd supported effective treatment utilising stimulant nonstimulant medications modify activity recently interest oxidative nitrosative stress ons adhd potential contribute condition article research investigating ons adhd reviewed impact catecholaminergic activity neurological structure discussed lifestyle environmental psychological nutritional influences ons people adhd reviewed evidence therapeutic efficacy antioxidantrelated therapies assessed selection interventions antioxidant mechanisms presented potential options treatment adhd however research required help elucidate role ons antioxidants prevention management adhd
HYPERACTIVITY,HYPERACTIVITY-2015-107,adhd autism neuroradiological complications among phenylketonuric children upper egypt belgian neurological society aim study evaluate neuropsychological status cohort children early continuously treated phenylketonuria assiut upper egypt study implemented seventyeight phenylketonuria pku children patients met inclusion criteria investigated patients evaluated according detailed history neurological examination childhood autism rating scale full scale intelligence quotient attention deficit hyperactivity disorder electroencephalography magnetic resonance imaging mri study concluded prognosis early diagnosed children pku treated first weeks life generally good however increased risk neurological complications behavioral problems neonatal screening pku highly recommended egypt early detection management addition neuropsychological mri assessments pku children done
HYPERACTIVITY,HYPERACTIVITY-2015-108,cognitivebehavioral therapy externalizing disorders metaanalysis treatment effectiveness elsevier ltd externalizing disorders common persistent forms maladjustment childhood aim study conduct metaanalysis evaluating effectiveness cognitive behavioral therapy cbt reduce externalizing symptoms two disorders attention deficit hyperactivity disorder adhd oppositive defiant disorder odd efficacy cbt improve social competence positive parenting reduce internalizing behaviors parent stress maternal depression also explored database psycinfo psycarticles medline pubmed searched identify relevant studies twentyone trials met inclusion criteria results showed biggest improvement cbt odd symptoms followed parental stress externalizing symptoms parenting skills social competence adhd symptoms cbt also associated improved attention aggressive behaviors internalizing symptoms maternal depressive symptoms overall cbt effective treatment option externalizing disorders also associated reduced parental distress maternal depressive symptoms multimodal treatments targeting children caregivers symptoms eg maternal depressive symptoms appear important produce sustained generalized benefits
HYPERACTIVITY,HYPERACTIVITY-2015-109,multiple small supernumerary marker chromosomes resulting maternal meiosis ii errors karger ag basel present cases multiple de novo supernumerary marker chromosomes ssmcs derived different chromosome prenatal case found mosaicism ssmc ssmc ssmc ssmc ssmc postnatal case ssmc ssmc ssmc snpmarker segregation indicated ssmc resulted maternal meiosis ii error prenatal case segregation short tandem repeat markers ssmc consistent maternal meiosis error postnatal case latter boy developmentalpsychomotor delay autism hyperactivity speech delay hypotonia ssmc present highest frequency blood comparison patients corresponding duplication minimal region overlap phenotype identified chrnb chrna dosagesensitive candidate genes genes encode subunits nicotinic acetylcholine receptors nachrs propose overproduction subunits leads perturbed component stoichiometries dominant negative effects function nachrs shown others vitro limitation case one ssmc could studied findings demonstrate different meiotic errors lead multiple ssmcs relate findings agerelated aneuploidy female meiosis propose predivision sisterchromatid separation meiosis ii may generate multiple ssmcs
HYPERACTIVITY,HYPERACTIVITY-2015-11,influence eegbiofeedback training selected cognitive functions children adhd wplyw treningu eegbiofeedback na wybrane funkcje poznawcze u dzieci z adhd copyright via medica introduction attention deficit hyperactivity disorder adhd syndrome one frequent disorders diagnosed child psychiatry eegbiofeedback training one methods supporting therapy children adhd eegbiofeedback training belongs range psychological training techniques improves brain functions cognitive functions particular material methods test carried group children adhd age referred tested group remaining children assigned control group examined group subject sessions eegbiofeedback trainings twice week control group subject psychological therapy children adhd order check effectiveness training test attention rolf brickenkamp used well rey auditory verbal learning test ravlt used mainly shortterm memory testing results test results confirmed thesis eegbiofeedback training improves selected attention properties mainly ability focus shortterm memory proven degree initial attention disorders suffered children adhd measured important indications significant influence degree change effectiveness therapy resulting participation eegbiofeedback training also confirmed sex hand orientation adhd type affect degree selected attention properties shortterm memory children participated eegbiofeedback training sessions statistically significant degree conclusions eegbiofeedback training may effective method supporting basic therapy children suffering adhd
HYPERACTIVITY,HYPERACTIVITY-2015-110,role cytoplasmic isoform rbfoxabp establishing architecture developing cerebral cortex hamada et al background rbfox also known fox abp regulates alternative splicing variety transcripts crucial neuronal functions physiological significance rbfox brain development seemingly essential since abnormalities gene cause autism spectrum disorder asd neurodevelopmental neuropsychiatric disorders intellectual disability epilepsy attention deficit hyperactivity disorder schizophrenia rbfox also shown serve hub asd gene transcriptome network however pathophysiological significance rbfox gene abnormalities remains clarified methods elucidate pathophysiological relevance rbfox performed battery vivo vitro analyses brainspecific cytoplasmic isoform rbfoxiso mouse corticogenesis vivo analyses based utero electroporation role rbfoxiso cortical neuron migration neurogenesis morphology investigated morphological methods including confocal laser microscopeassisted timelapse imaging vitro analyses carried examine morphology primary cultured mouse hippocampal neurons results silencing rbfoxiso utero caused defects radial migration terminal translocation cortical neurons corticogenesis timelapse imaging revealed radial migration apparently impaired dysregulated nucleokinesis rbfoxiso also regulated neuronal network formation vivo since axon extension opposite hemisphere dendritic arborization hampered knockdown vitro analyses spine density mature spine number reduced rbfoxisodeficient hippocampal neurons conclusions impaired rbfoxiso function found cause abnormal corticogenesis brain development abnormal process may underlie basic pathophysiology asd neurodevelopmental disorders may contribute emergence clinical symptoms patients rbfox gene abnormalities
HYPERACTIVITY,HYPERACTIVITY-2015-111,brief report forecasting economic burden autism united states springer sciencebusiness media new york us estimates economic burden autism spectrum disorders asd available none provide estimates forecast annual direct medical direct nonmedical productivity costs combined billion range billion gdp billion range billion gdp figures par recent estimates diabetes attention deficit hyperactivity disorder adhd exceed costs stroke hypertension prevalence asd continues grow recent years asd costs likely far exceed diabetes adhd
HYPERACTIVITY,HYPERACTIVITY-2015-112,cognition emotion behavior children tourettes syndrome children adhdcombined subtype twoyear followup study wang et al open access article distributed terms creative commons attribution license permits unrestricted use distribution reproduction medium provided original author source credited objective twoyear followup study investigates course association among measures cognitive control focused attention decisionmaking symptom severity anxiety depression behavior children adolescents tourettes syndrome ts attentiondeficithyperactivity disordercombined subtype adhdc method children ts adhdc typically developing children tdc examined battery psychometric measures rating forms baseline twoyears later results three groups improved likewise measures cognitive control time whereas tdc improved focused attention group children ts comorbidities performed similar children adhdc cognitive control whereas children ts without comorbidities performed similar tdc cognitive control decisionmaking task children ts without comorbidities preferred safer strategy selecting advantageous choices children adhdc tdc children ts children adhdc showed higher symptoms anxiety depression problems emotional control compared tdc time points finally children adhdc selfreported depression symptoms ts assessments ts group safer decisionmaking related better emotional control relationship stronger ts subgroup without comorbidities conclusion study emphasizes importance addressing symptoms anxiety depression children ts adhdc identifying effect comorbidities children ts children ts adhdc likely differ sensitivity reinforcement contingencies
HYPERACTIVITY,HYPERACTIVITY-2015-113,physiology bdnf relationship adhd springer sciencebusiness media new york brainderived neurotrophic factor bdnf major neurotrophin central nervous system plays critical role physiological brain functions via two independent receptors tropomyosinrelated kinase b trkb p especially neurodevelopment disrupting bdnf downstream signals found many neuropsychological diseases including attentiondeficit hyperactivity disorder adhd common mental disorder prevalent childhood understanding physiological functions bdnf neural development potential relationship adhd help us elucidate possible mechanisms adhd develop therapeutic approaches disease review summarized important literatures physiological functions bdnf neurodevelopment also performed association study functional genetic variation bdnf adhd casecontrol study chinese mainland population revealed potential correlation bdnf adhd needs research confirm
HYPERACTIVITY,HYPERACTIVITY-2015-114,pharmacokinetics tolerability lurasidone children adolescents psychiatric disorders authors published elsevier hs journals inc open access article cc byncnd license purpose aim study evaluate pharmacokinetic pk profile tolerability lurasidone children adolescents range psychiatric disorders methods multicenter openlabel single multiple ascendingdose study pk profile lurasidone mgd enrolled outpatients aged years diagnosis attention deficithyperactivity disorder bipolar spectrum disorder psychiatric disorder serial blood samples collected analysis pk parameters including cmax tmax auc findings exposure cmax auc lurasidone active metabolites showed linear increases across entire dose range slope estimates ci across dose range studied ng hml auc ngml cmax day lurasidone exposure multipledose administration child adolescent population similar exposure observed steady state adults effects dose exposure active metabolites lurasidone linear similar administration single multiple doses adverse events qualitatively similar reported adults discontinuations due adverse events dose related doses mgd better tolerated higher doses especially younger children implications child adolescent population exposure parameters lurasidone active metabolites dose proportional range mgd administration single multiple doses results suggest lurasidone doses mgd better tolerated compared higher doses especially younger children clinicaltrialsgov identifier nct
HYPERACTIVITY,HYPERACTIVITY-2015-115,prescription stimulants ptsd among u military service members international society traumatic stress studies posttraumatic stress disorder ptsd prevalent condition among military service members civilians experienced traumatic events stimulant use postulated increase risk incident ptsd however research area lacking study association receipt prescription stimulants ptsd examined secondary analysis among active duty us military members n participating millennium cohort study completed baseline two followup surveys prescription stimulant data obtained military pharmacy data transaction service ptsd assessed using ptsd checklistcivilian version incident ptsd defined meeting criteria followup among history ptsd baseline overall persons developed newonset ptsd followup receipt prescription stimulants significantly associated incident ptsd hazard ratio confidence interval adjusting sociodemographic factors military characteristics attentiondeficithyperactivity disorder baseline mental physical health status deployment experiences physicalsexual trauma findings suggested prescription stimulants associated incident ptsd among military personnel data may inform underlying pathogenesis preventive strategies ptsd
HYPERACTIVITY,HYPERACTIVITY-2015-116,pharmacologic management comorbid posttraumatic stress disorder addictions copyright american academy addiction psychiatry background objectives posttraumatic stress disorder ptsd substance use disorders sud frequently cooccur combination increase poor health outcomes well mortality methods using pubmed list references key publications review article covered epidemiology neurobiology pharmacotherapy ptsd comorbid alcohol opiate cannabis use disorders sud represent two one without fda approved pharmacotherapies results sud two three times likely among individuals lifetime ptsd suicide made likely disorders appears additively increased comorbidity sud ptsd shared neurobiological features two illnesses include amygdalar hyperactivity hippocampal medial prefrontal anterior cingulate cortex dysfunction medications comorbid ptsd sud include ptsd treatment sertraline often used combination anticonvulsants antipsychotics adrenergic blockers ptsd comorbid alcohol use disorder aud naltrexone acamprosate disulfiram may combined ptsd treatments disulfiram alone may treat ptsd aud ptsd combined opiate use disorder methadone buprenorphine commonly used sertraline marijuana use considered treatment ptsd fda treatment addiction approved pregabalin dcycloserine two innovations pharmacotherapy ptsd sud conclusions scientific significance comorbid ptsd sud amplifies lethality treatment complexity although share important neurobiology patients uncommonly respond single pharmacotherapy sertraline disulfiram typically require medication combinations consideration specific type sud
HYPERACTIVITY,HYPERACTIVITY-2015-117,nonmedical use prescription medication among adolescents using drugs quebec objective determine prevalence factors associated nonmedical use prescription medication nmupm among adolescents use drugs ages years quebec method secondary data analyses carried data month study namely quebec health survey high school studentsa largescale survey sought gain better understanding health wellbeing young quebecers high school bivariate multivariate logistic regression analyses conducted study nmupm among adolescents use drugs according sociodemographic characteristics peer characteristics health indicators anxiety depression attentiondeficit disorder add without hyperactivity selfcompetency family environment substance use alcohol drug use factors results among adolescents used drugs previous months ci reported nmupm based multivariate analyses add adjusted odds ratio aor ci anxiety disorder aor ci low selfesteem aor ci low selfcontrol aor ci low parental supervision aor ci regular alcohol use aor ci polysubstance use aor ci associated increased odds reporting nmupm conclusions observed prevalence nmupm lower expected however associations noted certain mental health disorders regular heavy use psychoactive substances troubling clinical implications discussed
HYPERACTIVITY,HYPERACTIVITY-2015-118,randomized controlled trial individual family psychoeducational psychotherapy omega fatty acids youth subsyndromal bipolar disorder mary ann liebert inc objective pilot study evaluates efficacy omega fatty acid supplementation individual family psychoeducational psychotherapy ifpep combination youth subsyndromal bipolar disorders bipolar disorder otherwise specified bpnos cyclothymic disorder cyc methods study week randomized trial versus placebo ifpep versus active monitoring using design pep n n placebo pep n placebo n twentythree youth ages bpnos cyc recruited via community advertisements clinician referrals participants could taking stable medication attentiondeficithyperactivity disorder sleep aids psychotropics independent evaluators assessed participants screen baseline weeks primary outcome measures kiddie schedule affective disorders ksads depression kdrs mania kmrs rating scales childrens depression rating scalerevised cdrsr young mania rating scale ymrs placebo conditions doubleblind independent evaluators blind psychotherapy condition results participants completed week trial side effects uncommon mild intenttotreat analyses indicated significant improvement depressive symptoms kdrs combined treatment relative placebo p across groups manic symptoms improved time without significant treatment effects effect ifpep child depression compared medium cdrsr large kdrs effect depression medium kdrs conclusion ifpep well tolerated associated improved mood symptoms among youth bpnos cyc
HYPERACTIVITY,HYPERACTIVITY-2015-119,premonitory urges patients gilles de la tourette syndrome italian translation year followup mary ann liebert inc objective premonitory sensations urges pus described characteristic sensory phenomena preceding tics often described unpleasant occur patients affected gilles de la tourette syndrome gts may localized around area tic generalized covering wide area body pus measured premonitory urge tics scale puts study translated puts scale italian assessed children adolescentsyoung people cyp gts using scale methods gts patients assessed initial interview years evaluate pus correlations puts scores tic severity severity comorbid disorders obsessivecompulsive disorder ocd attentiondeficithyperactivity disorder adhd variety coexisting psychopathologies results total patients studied successfully translated puts italian results indicated translated version good psychometric properties results demonstrated cyp pus interviews older cyp consistent reporting pus younger cyp ie puts scores increased age found correlations puts score tic severity either interview found statistical significant correlation puts score obsessivecompulsive symptoms ocs interviews moreover puts childrens yalebrown obsessive compulsive scale cybocs scores increased significantly whereas yale global tic severity rating scale ygtss score decreased significantly found relationships puts scores anxiety depression adhd externalizinginternalizing behavioral scores conclusions results suggest italian translation puts good psychometric properties although younger years age older cyp years age reported pus scores initial interview statistically significantly lower followup moreover cyp years age pus correlated obsessions compulsions cybocs scores
HYPERACTIVITY,HYPERACTIVITY-2015-12,primer binge eating disorder diagnosis management cambridge university press binge eating disorder bed common eating disorder estimated lifetime prevalence among us adults yet often goes unrecognized diagnostic statistical manual mental disorders fifth edition dsm bed defined recurrent episodes binge eating eating discrete period time amount food larger people would eat similar amount time similar circumstances sense lack control eating episode occurring average least week months associated marked distress affect men women regardless normal weight overweight obese regardless ethnic racial group psychiatric comorbidities common adults bed also experiencing anxiety disorders mood disorders impulse control disorders substance use disorders almost persons bed psychiatric comorbidities multiple neurobiological explanations proffered bed including dysregulation reward center impulse control circuitry potentially related disturbances dopamine neurotransmission endogenous opioid signaling additionally interplay genetic influences environmental stressors psychological treatments cognitive behavioral interventions recommended first line supported metaanalytic reviews unfortunately routine medication treatments anxiety depression necessarily ameliorate symptoms bed however present one approved agent treatment moderate severe bed lisdexamfetamine stimulant originally approved treatment attention deficit hyperactivity disorder
HYPERACTIVITY,HYPERACTIVITY-2015-120,priorities communication needs adolescents psychosocial problems parents john wiley sons ltd background patientcentred care professionals recognize patients needs adapt communication accordingly studies patients communication needs suggest priorities vary depending sociodemographic characteristics type severity complaints however evidence lacks priorities communication needs adolescents psychosocial care parents objective assess adolescents parents importance ratings concerning affective communication information provision shared decisionmaking interprofessional communication degree client care characteristics determine methods adolescents aged n one parents n rated importance communication psychosocial care process started multivariable logistic regression analysis applied determine characteristics associated lowest importance ratings communication aspects results adolescents parents considered affective communication important shared decisionmaking least important adolescents lower importance ratings associated dissatisfaction prior care negative expectations ors emotional problems ors low prosocial behaviour skills ors parents low education ors negative expectations adolescents hyperactivityinattention ors low prosocial behaviour skills ors determined lower importance ratings conclusions affective communication highest priority adolescents parents client care characteristics associated client priorities communication attentive clients educational level previous care experiences current expectations specific problem types might help professionals adapt better clients communication needs
HYPERACTIVITY,HYPERACTIVITY-2015-121,electroencephalographic neurofeedback level evidence mental brain disorders suggestions good clinical practice elsevier masson sas technique electroencephalographic neurofeedback eeg nf emerged technique measures subjects eeg signal processes real time extracts parameter interest presents information visual auditory form goal effectuate behavioural modification modulating brain activity eeg nf opens new therapeutic possibilities fields psychiatry neurology however development eeg nf clinical practice requires good level evidence therapeutic efficacy technique ii good practice guide technique firstly article investigates selected trials following criteria study design controlled randomized open blind protocol primary endpoint related mental brain disorders treated assessed standardized measurement tools identifiable eeg neurophysiological targets underpinned pathophysiological relevance trials found epilepsies migraine stroke chronic insomnia attentionaldeficithyperactivity disorder adhd autism spectrum disorder major depressive disorder anxiety disorders addictive disorders psychotic disorders secondly article investigates principles neurofeedback therapy line learning theory different underlying therapeutic models presented didactically two continua continuum implicit explicit learning continuum biomedical model centred disease integrative biopsychosocial model health centred illness main relevant learning model link neurofeedback therapy field cognitive remediation techniques methodological specificity neurofeedback guided biologically relevant neurophysiological parameters guidelines good clinical practice eeg nf concerning technical issues electrophysiology learning suggested require validation institutional structures clinical practice eeg nf
